x[i]        f(x[i])      L(x[i])        |f - L|        A
(0;-0,00084137986968014)
(0,15707963267949;0,156134859648879)
(0,314159265358979;0,308937134737035)
(0,471238898038469;0,453982212603708)
(0,628318530717959;0,58779105996195)
(0,785398163397448;0,707110620557478)
(0,942477796076938;0,80901784134619)
(1,09955742875643;0,891006391234384)
(1,25663706143592;0,951056516295154)
(1,41371669411541;0,987688475374411)
(1,5707963267949;1)
(1,72787595947439;0,987688222507351)
(1,88495559215388;0,951056516295154)
(2,04203522483337;0,891006692124498)
(2,19911485751286;0,809016994374947)
(2,35619449019234;0,707106341171012)
(2,51327412287183;0,587785252292473)
(2,67035375555132;0,453993908782028)
(2,82743338823081;0,309027788163709)
(2,9845130209103;0,156451319185564)
(3,14159265358979;1,22460635382238E-16)
