x[i]        f(x[i])      L(x[i])        |f - L|        A
(0;-0,0242787832805917)
(0,0785398163397448;0,0616474039275738)
(0,15707963267949;0,145381675508562)
(0,235619449019234;0,226680363925772)
(0,314159265358979;0,305299801642614)
(0,392699081698724;0,380996321122489)
(0,471238898038469;0,453526254828803)
(0,549778714378214;0,522645935224962)
(0,628318530717959;0,588111694774368)
(0,706858347057703;0,649679865940429)
(0,785398163397448;0,707106781186547)
(0,863937979737193;0,760148772976129)
(0,942477796076938;0,808562173772579)
(1,02101761241668;0,852103316039301)
(1,09955742875643;0,890528532239701)
(1,17809724509617;0,923594154837184)
(1,25663706143592;0,951056516295154)
(1,33517687777566;0,972671949077015)
(1,41371669411541;0,988196785646174)
(1,49225651045515;0,997387358466033)
(1,5707963267949;1)
