x[i]        f(x[i])      L(x[i])        |f - L|        A
(1,5707963267949;0,977681939245755)
(1,64933614313464;0,981939770182691)
(1,72787595947439;0,978146572140316)
(1,80641577581413;0,966711868757295)
(1,88495559215388;0,948045183672305)
(1,96349540849362;0,922556040524014)
(2,04203522483337;0,890653962951094)
(2,12057504117311;0,852748474592217)
(2,19911485751286;0,809249099086052)
(2,2776546738526;0,760565360071272)
(2,35619449019234;0,707106781186548)
(2,43473430653209;0,649282886070549)
(2,51327412287183;0,587503198361949)
(2,59181393921158;0,522177241699417)
(2,67035375555132;0,453714539721626)
(2,74889357189107;0,382524616067246)
(2,82743338823081;0,309016994374948)
(2,90597320457056;0,233601198283403)
(2,9845130209103;0,156686751431283)
(3,06305283725005;0,0786831774572579)
(3,14159265358979;1,22460635382238E-16)
