(0;1)
(0,05;0,95)
(0,1;0,902438608223968)
(0,15;0,857197055295786)
(0,2;0,814162372545925)
(0,25;0,773227109431953)
(0,3;0,734289064744652)
(0,35;0,697251030926329)
(0,4;0,662020550860594)
(0,45;0,62850968652392)
(0,5;0,596634798918897)
(0,55;0,566316338737111)
(0,6;0,53747864722635)
(0,65;0,510049766762166)
(0,7;0,483961260647997)
(0,75;0,459148041690974)
(0,8;0,435548209122357)
(0,85;0,413102893452277)
(0,9;0,391756108868169)
(0,95;0,371454612805052)
(1;0,352147772333593)
